"","scaffold","ref_start","ref_end","LG","LG_position_start","LG_position_end","locus","samp_sizetot","SynSitestot","Dxy_Ks_NMX","scaffold.1","scaffold_num","pct_identical","length","n_mismatch","n_gaps","q_start","q_end","ref_start.1","ref_end.1","evalue","bitscore"
"1566",12364,45028,45193,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,99.398,166,1,0,1587,1752,45028,45193,0.000000000000000000000000000000000000000000000000000000000000000000000000000000337,302
"1567",12364,46177,46278,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,99.02,102,0,1,1750,1850,46177,46278,0.000000000000000000000000000000000000000000459,182
"1568",12364,83479,83379,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,100,101,0,0,1750,1850,83479,83379,0.00000000000000000000000000000000000000000000986,187
"1570",12364,84897,84748,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,99.333,150,1,0,1440,1589,84897,84748,0.000000000000000000000000000000000000000000000000000000000000000000000265,272
"1573",12364,86706,86488,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,99.087,219,2,0,757,975,86706,86488,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000541,394
"1575",12364,88922,88858,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,100,65,0,0,553,617,88922,88858,0.00000000000000000000000101,121
"1576",12364,89324,89252,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,100,73,0,0,482,554,89324,89252,0.0000000000000000000000000000362,135
"1577",12364,90100,89989,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,99.107,112,1,0,371,482,90100,89989,0.000000000000000000000000000000000000000000000000352,202
"1578",12364,90541,90582,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,100,42,0,0,1,42,90541,90582,0.00000000000619,78.7
"1579",12364,90647,90313,NA,56737035,56737076,21705,24,317.1533333,0.012728542,"ScnbKXS_12364;HRSCAF=14429",12364,99.702,336,0,1,37,372,90647,90313,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000382,614
"1585",1308,553402,553562,NA,107576203,107576151,18394,8,82.81481481,0.012195391,"ScnbKXS_1308;HRSCAF=1550",1308,99.379,161,1,0,1289,1449,553402,553562,0.000000000000000000000000000000000000000000000000000000000000000000000000000381,292
"1586",1308,553723,553861,NA,107576203,107576151,18394,8,82.81481481,0.012195391,"ScnbKXS_1308;HRSCAF=1550",1308,100,139,0,0,1734,1872,553723,553861,0.0000000000000000000000000000000000000000000000000000000000000000139,257
"1587",1308,553864,553964,NA,107576203,107576151,18394,8,82.81481481,0.012195391,"ScnbKXS_1308;HRSCAF=1550",1308,100,101,0,0,1449,1549,553864,553964,0.0000000000000000000000000000000000000000000185,187
"1589",1308,554520,556092,NA,107576203,107576151,18394,8,82.81481481,0.012195391,"ScnbKXS_1308;HRSCAF=1550",1308,99.428,1574,6,3,1873,3444,554520,556092,0,2854
"1590",1308,555622,554336,NA,107576203,107576151,18394,8,82.81481481,0.012195391,"ScnbKXS_1308;HRSCAF=1550",1308,99.302,1289,6,3,1,1288,555622,554336,0,2327
"1606",1308,951629,951529,NA,107576203,107576151,18394,8,82.81481481,0.012195391,"ScnbKXS_1308;HRSCAF=1550",1308,100,101,0,0,1449,1549,951629,951529,0.0000000000000000000000000000000000000000000185,187
"1607",1308,951770,951632,NA,107576203,107576151,18394,8,82.81481481,0.012195391,"ScnbKXS_1308;HRSCAF=1550",1308,100,139,0,0,1734,1872,951770,951632,0.0000000000000000000000000000000000000000000000000000000000000000139,257
"1619",2985,24443,24834,NA,142526366,142526407,7341,22,83.5,0.012072695,"ScnbKXS_2985;HRSCAF=3525",2985,99.235,392,3,0,714,1105,24443,24834,0,708
"1620",2985,25166,25859,NA,142526366,142526407,7341,22,83.5,0.012072695,"ScnbKXS_2985;HRSCAF=3525",2985,99.568,695,2,1,1103,1797,25166,25859,0,1266
"1621",2985,52195,51501,NA,142526366,142526407,7341,22,83.5,0.012072695,"ScnbKXS_2985;HRSCAF=3525",2985,99.712,695,2,0,1103,1797,52195,51501,0,1273
"1622",2985,53643,52540,NA,142526366,142526407,7341,22,83.5,0.012072695,"ScnbKXS_2985;HRSCAF=3525",2985,99.366,1104,7,0,2,1105,53643,52540,0,2001
"1624",12364,47907,48045,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,100,139,0,0,755,893,47907,48045,0.00000000000000000000000000000000000000000000000000000000000000000735,257
"1627",12364,49558,49669,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,99.107,112,1,0,1160,1271,49558,49669,0.000000000000000000000000000000000000000000000000349,202
"1628",12364,50227,50390,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,99.39,164,1,0,1265,1428,50227,50390,0.00000000000000000000000000000000000000000000000000000000000000000000000000000433,298
"1629",12364,51303,51347,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,100,45,0,0,1,45,51303,51347,0.000000000000132,84.2
"1630",12364,51424,51649,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,100,226,0,0,43,268,51424,51649,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000318,418
"1631",12364,51985,52093,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,100,109,0,0,266,374,51985,52093,0.000000000000000000000000000000000000000000000000349,202
"1632",12364,52176,52235,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,100,60,0,0,373,432,52176,52235,0.000000000000000000000605,111
"1634",12364,52510,52671,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,99.383,162,1,0,478,639,52510,52671,0.000000000000000000000000000000000000000000000000000000000000000000000000000056,294
"1640",12364,77226,77065,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,99.383,162,1,0,478,639,77226,77065,0.000000000000000000000000000000000000000000000000000000000000000000000000000056,294
"1643",12364,77753,77645,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,99.083,109,1,0,266,374,77753,77645,0.0000000000000000000000000000000000000000000000162,196
"1644",12364,78313,78088,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,99.558,226,1,0,43,268,78313,78088,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148,412
"1647",12364,80170,80063,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,100,108,0,0,1164,1271,80170,80063,0.00000000000000000000000000000000000000000000000126,200
"1650",12364,81723,81585,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,100,139,0,0,755,893,81723,81585,0.00000000000000000000000000000000000000000000000000000000000000000735,257
"1651",12364,81927,81853,NA,56737035,56737076,8457,22,256.6811594,0.011769343,"ScnbKXS_12364;HRSCAF=14429",12364,100,75,0,0,680,754,81927,81853,0.00000000000000000000000000000278,139
"1653",15773,22363,22444,NA,58581487,58581539,5503,18,157.6491228,0.011736852,"ScnbKXS_15773;HRSCAF=18495",15773,100,82,0,0,39,120,22363,22444,0.000000000000000000000000000000000257,152
"1655",15773,23421,23508,NA,58581487,58581539,5503,18,157.6491228,0.011736852,"ScnbKXS_15773;HRSCAF=18495",15773,100,88,0,0,428,515,23421,23508,0.000000000000000000000000000000000000119,163
"1656",15773,24026,24137,NA,58581487,58581539,5503,18,157.6491228,0.011736852,"ScnbKXS_15773;HRSCAF=18495",15773,100,112,0,0,514,625,24026,24137,0.00000000000000000000000000000000000000000000000000541,207
"1657",15773,24227,24377,NA,58581487,58581539,5503,18,157.6491228,0.011736852,"ScnbKXS_15773;HRSCAF=18495",15773,100,151,0,0,624,774,24227,24377,0.00000000000000000000000000000000000000000000000000000000000000000000000113,279
"1660",14960,39907,39773,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,100,135,0,0,2749,2883,39907,39773,0.00000000000000000000000000000000000000000000000000000000000000342,250
"1662",14960,40972,40599,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.733,375,0,1,2247,2621,40972,40599,0,686
"1663",14960,41327,41182,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,100,146,0,0,2105,2250,41327,41182,0.00000000000000000000000000000000000000000000000000000000000000000000263,270
"1664",14960,42184,41919,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.248,266,2,0,1843,2108,42184,41919,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111,481
"1665",14960,42595,43622,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.03,1031,6,4,1,1030,42595,43622,0,1845
"1666",14960,42636,42264,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.732,373,1,0,1476,1848,42636,42264,0,684
"1667",14960,43671,43221,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.336,452,2,1,1026,1477,43671,43221,0,817
"1668",14960,89345,89797,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.779,453,0,1,1026,1477,89345,89797,0,830
"1669",14960,90385,90758,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.733,374,0,1,1476,1848,90385,90758,0,684
"1670",14960,90426,89394,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.226,1033,5,3,1,1030,90426,89394,0,1860
"1671",14960,90844,91109,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.624,266,1,0,1843,2108,90844,91109,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024,486
"1672",14960,91690,91835,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,100,146,0,0,2105,2250,91690,91835,0.00000000000000000000000000000000000000000000000000000000000000000000263,270
"1673",14960,92045,92419,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,99.467,375,2,0,2247,2621,92045,92419,0,682
"1674",14960,92519,92653,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,100,135,0,0,2619,2753,92519,92653,0.00000000000000000000000000000000000000000000000000000000000000342,250
"1675",14960,93108,93242,NA,4144293,4144214,10831,24,649.1733333,0.011644475,"ScnbKXS_14960;HRSCAF=17434",14960,100,135,0,0,2749,2883,93108,93242,0.00000000000000000000000000000000000000000000000000000000000000342,250
"1678",2985,12578,13011,NA,142526366,142526407,4857,24,341.2266667,0.011336115,"ScnbKXS_2985;HRSCAF=3525",2985,99.539,434,2,0,40,473,12578,13011,0,791
"1685",9357,2220,1858,NA,296981257,296981370,4504,14,178.4,0.011299649,"ScnbKXS_9357;HRSCAF=10914",9357,99.176,364,2,1,575,938,2220,1858,0,654
"1686",9357,3252,3067,NA,296981257,296981370,4504,14,178.4,0.011299649,"ScnbKXS_9357;HRSCAF=10914",9357,100,186,0,0,398,583,3252,3067,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000391,344
"1687",9357,3431,3494,NA,296981257,296981370,4504,14,178.4,0.011299649,"ScnbKXS_9357;HRSCAF=10914",9357,100,64,0,0,1,64,3431,3494,0.00000000000000000000000258,119
"1688",9357,3472,3335,NA,296981257,296981370,4504,14,178.4,0.011299649,"ScnbKXS_9357;HRSCAF=10914",9357,100,138,0,0,261,398,3472,3335,0.0000000000000000000000000000000000000000000000000000000000000000188,255
"1689",9357,4690,4896,NA,296981257,296981370,4504,14,178.4,0.011299649,"ScnbKXS_9357;HRSCAF=10914",9357,99.517,207,1,0,61,267,4690,4896,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000385,377
"1691",7334,17244,17132,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,113,0,0,3185,3297,17244,17132,0.00000000000000000000000000000000000000000000000000452,209
"1693",7334,17829,17769,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,61,0,0,2973,3033,17829,17769,0.000000000000000000000365,113
"1694",7334,18230,17922,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,309,0,0,2665,2973,18230,17922,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000501,571
"1695",7334,18478,18329,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,150,0,0,2515,2664,18478,18329,0.0000000000000000000000000000000000000000000000000000000000000000000000122,278
"1696",7334,18622,18552,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,71,0,0,2446,2516,18622,18552,0.00000000000000000000000000101,132
"1697",7334,19109,18904,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,206,0,0,2242,2447,19109,18904,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000906,381
"1698",7334,19382,19186,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,99.495,198,0,1,2044,2241,19382,19186,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000425,359
"1699",7334,19898,19624,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,275,0,0,1772,2046,19898,19624,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000398,508
"1700",7334,20281,20104,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,99.438,178,1,0,1597,1774,20281,20104,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000155,324
"1701",7334,20495,20362,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,134,0,0,1470,1603,20495,20362,0.00000000000000000000000000000000000000000000000000000000000000959,248
"1702",7334,20738,20578,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,161,0,0,1311,1471,20738,20578,0.00000000000000000000000000000000000000000000000000000000000000000000000000000939,298
"1704",7334,21616,21511,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,99.057,106,0,1,1020,1124,21616,21511,0.00000000000000000000000000000000000000000000589,189
"1705",7334,22257,22020,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,99.58,238,1,0,790,1027,22257,22020,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000686,435
"1706",7334,22424,22333,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,92,0,0,701,792,22424,22333,0.00000000000000000000000000000000000000214,171
"1707",7334,22665,22510,NA,100743329,100743356,10727,24,655.4266667,0.011276619,"ScnbKXS_7334;HRSCAF=8579",7334,100,156,0,0,546,701,22665,22510,0.00000000000000000000000000000000000000000000000000000000000000000000000000565,289
"1711",17214,80650,80802,NA,118204556,118204439,2687,16,315.5196078,0.011152622,"ScnbKXS_17214;HRSCAF=21481",17214,100,153,0,0,1172,1324,80650,80802,0.000000000000000000000000000000000000000000000000000000000000000000000000168,283
"1712",17214,80878,81337,NA,118204556,118204439,2687,16,315.5196078,0.011152622,"ScnbKXS_17214;HRSCAF=21481",17214,99.783,460,1,0,1323,1782,80878,81337,0,845
"1714",17214,82076,82218,NA,118204556,118204439,2687,16,315.5196078,0.011152622,"ScnbKXS_17214;HRSCAF=21481",17214,99.301,143,1,0,2010,2152,82076,82218,0.00000000000000000000000000000000000000000000000000000000000000000283,259
"1715",17214,82295,82490,NA,118204556,118204439,2687,16,315.5196078,0.011152622,"ScnbKXS_17214;HRSCAF=21481",17214,100,196,0,0,2152,2347,82295,82490,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021,363
"1719",2878,21061,21020,NA,142526366,142526407,268,24,271.56,0.011142759,"ScnbKXS_2878;HRSCAF=3390",2878,100,42,0,0,1,42,21061,21020,0.00000000000685,78.7
"1720",2878,21457,21923,NA,142526366,142526407,268,24,271.56,0.011142759,"ScnbKXS_2878;HRSCAF=3390",2878,99.572,467,2,0,630,1096,21457,21923,0,852
"1726",11715,196819,197591,NA,56737035,56737076,7282,24,246.3266667,0.01090645,"ScnbKXS_11715;HRSCAF=13655",11715,99.094,773,7,0,2340,3112,196819,197591,0,1389
"1728",11715,198087,198444,NA,56737035,56737076,7282,24,246.3266667,0.01090645,"ScnbKXS_11715;HRSCAF=13655",11715,99.441,358,2,0,3113,3470,198087,198444,0,651
"1729",11715,198564,198776,NA,56737035,56737076,7282,24,246.3266667,0.01090645,"ScnbKXS_11715;HRSCAF=13655",11715,99.531,213,1,0,3468,3680,198564,198776,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000651,388
"1730",11715,199247,199505,NA,56737035,56737076,7282,24,246.3266667,0.01090645,"ScnbKXS_11715;HRSCAF=13655",11715,99.228,259,2,0,3676,3934,199247,199505,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000813,468
"1734",2648,57440,57476,NA,142526366,142526407,18454,24,98,0.010269109,"ScnbKXS_2648;HRSCAF=3119",2648,100,37,0,0,291,327,57440,57476,0.0000000021,69.4
"1738",6226,69162,68908,NA,144687418,144686979,3784,20,490.3888889,0.010265344,"ScnbKXS_6226;HRSCAF=7299",6226,99.216,255,2,0,1577,1831,69162,68908,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,460
"1739",6226,70214,69260,NA,144687418,144686979,3784,20,490.3888889,0.010265344,"ScnbKXS_6226;HRSCAF=7299",6226,99.267,955,7,0,626,1580,70214,69260,0,1725
"1740",6226,71815,71856,NA,144687418,144686979,3784,20,490.3888889,0.010265344,"ScnbKXS_6226;HRSCAF=7299",6226,100,42,0,0,1,42,71815,71856,0.0000000000123,78.7
"1741",6226,72083,70452,NA,144687418,144686979,3784,20,490.3888889,0.010265344,"ScnbKXS_6226;HRSCAF=7299",6226,99.632,1632,6,0,1832,3463,72083,70452,0,2981
"1745",6226,95388,95429,NA,144687418,144686979,3784,20,490.3888889,0.010265344,"ScnbKXS_6226;HRSCAF=7299",6226,100,42,0,0,1,42,95388,95429,0.0000000000123,78.7
"1749",12690,47778,49986,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,99.279,2220,4,11,32,2250,47778,49986,0,4000
"1753",12690,50763,50956,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,194,0,0,2370,2563,50763,50956,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000509,359
"1755",12690,51615,51726,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,112,0,0,2636,2747,51615,51726,0.0000000000000000000000000000000000000000000000000195,207
"1756",12690,51939,51995,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,57,0,0,2748,2804,51939,51995,0.0000000000000000000732,106
"1758",12690,52380,52580,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,201,0,0,2940,3140,52380,52580,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000654,372
"1759",12690,52672,52727,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,56,0,0,3141,3196,52672,52727,0.000000000000000000263,104
"1760",12690,52825,52920,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,96,0,0,3195,3290,52825,52920,0.0000000000000000000000000000000000000000153,178
"1762",12690,53695,53817,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,99.187,123,0,1,3377,3498,53695,53817,0.00000000000000000000000000000000000000000000000000000251,220
"1763",12690,53902,54304,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,99.257,404,1,2,3499,3901,53902,54304,0,728
"1764",12690,54386,55212,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,99.517,828,2,2,3898,4724,54386,55212,0,1506
"1765",12690,62265,62144,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,122,0,0,3377,3498,62265,62144,0.0000000000000000000000000000000000000000000000000000000539,226
"1767",12690,62890,62795,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,96,0,0,3195,3290,62890,62795,0.0000000000000000000000000000000000000000153,178
"1768",12690,63042,62987,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,56,0,0,3141,3196,63042,62987,0.000000000000000000263,104
"1769",12690,63334,63134,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,201,0,0,2940,3140,63334,63134,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000654,372
"1771",12690,63775,63719,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,57,0,0,2748,2804,63775,63719,0.0000000000000000000732,106
"1773",12690,64666,64588,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,100,79,0,0,2562,2640,64666,64588,0.0000000000000000000000000000000431,147
"1774",12690,64951,64758,NA,56737035,56737076,1638,24,300.5066667,0.010041591,"ScnbKXS_12690;HRSCAF=14822",12690,99.485,194,1,0,2370,2563,64951,64758,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000237,353
"1778",448,18011,18346,NA,107576203,107576151,3862,24,100.5,0.010016843,"ScnbKXS_448;HRSCAF=528",448,99.703,337,0,1,72,408,18011,18346,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000441,616
"1779",448,18052,17977,NA,107576203,107576151,3862,24,100.5,0.010016843,"ScnbKXS_448;HRSCAF=528",448,100,76,0,0,1,76,18052,17977,0.000000000000000000000000000000324,141
"1781",448,20351,20417,NA,107576203,107576151,3862,24,100.5,0.010016843,"ScnbKXS_448;HRSCAF=528",448,100,67,0,0,560,626,20351,20417,0.0000000000000000000000000326,124
"1784",448,29990,30144,NA,107576203,107576151,3862,24,100.5,0.010016843,"ScnbKXS_448;HRSCAF=528",448,100,155,0,0,409,563,29990,30144,0.00000000000000000000000000000000000000000000000000000000000000000000000000393,287
"1785",448,30697,30763,NA,107576203,107576151,3862,24,100.5,0.010016843,"ScnbKXS_448;HRSCAF=528",448,100,67,0,0,560,626,30697,30763,0.0000000000000000000000000326,124
"1788",16245,104477,103517,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,99.48,962,3,2,2126,3086,104477,103517,0,1748
"1789",16245,105625,105343,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,99.296,284,1,1,1855,2138,105625,105343,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024,512
"1790",16245,106143,106078,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,66,0,0,1791,1856,106143,106078,0.000000000000000000000000473,122
"1792",16245,106906,106692,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,215,0,0,1517,1731,106906,106692,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000702,398
"1793",16245,107194,107107,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,88,0,0,1432,1519,107194,107107,0.000000000000000000000000000000000000279,163
"1794",16245,108749,108580,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,170,0,0,1264,1433,108749,108580,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000728,315
"1795",16245,109664,109549,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,116,0,0,1148,1263,109664,109549,0.0000000000000000000000000000000000000000000000000000759,215
"1796",16245,109870,109770,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,101,0,0,1049,1149,109870,109770,0.0000000000000000000000000000000000000000000165,187
"1797",16245,110602,110534,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,69,0,0,982,1050,110602,110534,0.0000000000000000000000000102,128
"1798",16245,110773,110709,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,65,0,0,919,983,110773,110709,0.0000000000000000000000017,121
"1799",16245,110993,110917,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,77,0,0,843,919,110993,110917,0.000000000000000000000000000000363,143
"1800",16245,111397,111101,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,99.663,297,1,0,549,845,111397,111101,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000852,544
"1801",16245,111906,111856,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,51,0,0,502,552,111906,111856,0.000000000000000103,95.3
"1802",16245,112458,112384,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,75,0,0,432,506,112458,112384,0.0000000000000000000000000000047,139
